name,link,address,google_url,phone
"Estética Avançada Clínica NirvanaMED - Medicina Estética, Beleza Estética, Esteticista, Tratamento Corporal e Facial em Gaia",https://www.nirvanamedestetica.pt/,"R. António Luis Gomes 162 Loja-C, 4400-125 Vila Nova de Gaia","https://www.google.com/maps/place/Est%C3%A9tica+Avan%C3%A7ada+Cl%C3%ADnica+NirvanaMED+-+Medicina+Est%C3%A9tica,+Beleza+Est%C3%A9tica,+Esteticista,+Tratamento+Corporal+e+Facial+em+Gaia/data=!4m7!3m6!1s0xd246592b82f6fe9:0x232587072f86936f!8m2!3d41.12091!4d-8.606975!16s%2Fg%2F11lcfy82bq!19sChIJ6W8vuJJlJA0Rb5OGLweHJSM?authuser=0&hl=pt-PT&rclk=1",935 330 914
Living Clinic - Clínica de Medicina Estética e Cirurgia Plástica,https://livingclinic.pt/,"Av. da Boavista 117 6º, Sala 607, 4050-115 Porto",https://www.google.com/maps/place/Living+Clinic+-+Cl%C3%ADnica+de+Medicina+Est%C3%A9tica+e+Cirurgia+Pl%C3%A1stica/data=!4m7!3m6!1s0xd2465213b48ba65:0x8aecddb5dd1ee2b4!8m2!3d41.1570571!4d-8.6253302!16s%2Fg%2F11m__hvfps!19sChIJZbpIOyFlJA0RtOIe3bXd7Io?authuser=0&hl=pt-PT&rclk=1,22 010 5700
Lídia Sousa,http://api.whatsapp.com/send?phone=351937176176,"R. Joaquim Nicolau de Almeida 78 1F, 4430-116 Vila Nova de Gaia",https://www.google.com/maps/place/L%C3%ADdia+Sousa/data=!4m7!3m6!1s0xd246532d0f21e95:0x6505c2994452c271!8m2!3d41.1241783!4d-8.603406!16s%2Fg%2F11kc8s7yk7!19sChIJlR7y0DJlJA0RccJSRJnCBWU?authuser=0&hl=pt-PT&rclk=1,937 176 176
Medicina Estética Drª Ana Sousa,https://www.dra-anasousa.pt/,"R. Guilherme Duarte Camarinha 30, 4400-703 Vila Nova de Gaia",https://www.google.com/maps/place/Medicina+Est%C3%A9tica+Dr%C2%AA+Ana+Sousa/data=!4m7!3m6!1s0xd2465064e7147af:0xc3dd6c334e3148ae!8m2!3d41.1321344!4d-8.6271459!16s%2Fg%2F11h58f_ds8!19sChIJr0dxTgZlJA0RrkgxTjNs3cM?authuser=0&hl=pt-PT&rclk=1,966 790 271
"Dermoestética, LDA",https://business.google.com/create?fp=13543496673375603409&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"4430 999, Av. da República 2038, Vila Nova de Gaia","https://www.google.com/maps/place/Dermoest%C3%A9tica,+LDA/data=!4m7!3m6!1s0xd2464d2c76238cf:0xbbf42a77c93ccad1!8m2!3d41.1204865!4d-8.6063558!16s%2Fg%2F11b6qdfljm!19sChIJzzhix9JkJA0R0co8yXcq9Ls?authuser=0&hl=pt-PT&rclk=1",22 371 2596
Estética Isabel Soares l Estética Avançada,https://estetica-isabel-soares.buk.pt/,"Rua da Conceição 80 Loja 3, 4050-214 Porto",https://www.google.com/maps/place/Est%C3%A9tica+Isabel+Soares+l+Est%C3%A9tica+Avan%C3%A7ada/data=!4m7!3m6!1s0xd2464fd3c45a943:0x46b82d0ab007fc2!8m2!3d41.1499757!4d-8.6141975!16s%2Fg%2F11cjj5___j!19sChIJQ6lFPP1kJA0Rwn8Aq9CCawQ?authuser=0&hl=pt-PT&rclk=1,917 443 879
Centro Salud Agudo,https://business.google.com/create?fp=7058383154812965140&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"C. Pablo Picasso, 2a, 13410 Agudo, Ciudad Real, Espanha",https://www.google.com/maps/place/Centro+Salud+Agudo/data=!4m7!3m6!1s0xd6b3a3da273cceb:0x61f46a15173a5114!8m2!3d38.9829692!4d-4.8710977!16s%2Fg%2F11btm8wrsh!19sChIJ68xzoj06aw0RFFE6FxVq9GE?authuser=0&hl=pt-PT&rclk=1,
Clínica Laser D'Avenida,https://www.clinicalaserdocandal.pt/,"R. 14 Outubro 365, 4430-076 Vila Nova de Gaia",https://www.google.com/maps/place/Cl%C3%ADnica+Laser+D%27Avenida/data=!4m7!3m6!1s0xd24656b302719fd:0xe0a8694713dbf282!8m2!3d41.1311256!4d-8.6055174!16s%2Fg%2F11sbdbmghb!19sChIJ_RknMGtlJA0RgvLbE0dpqOA?authuser=0&hl=pt-PT&rclk=1,910 490 140
Beauty Studio by Claudia Soares,,"R. de Ramalho Ortigão 149 A, 4430-999 Vila Nova de Gaia",https://www.google.com/maps/place/Beauty+Studio+by+Claudia+Soares/data=!4m7!3m6!1s0xd2465fd261ae161:0x55857e9e5f4c3ee4!8m2!3d41.1269128!4d-8.6081348!16s%2Fg%2F11vx6pq_5g!19sChIJYeEaJv1lJA0R5D5MX55-hVU?authuser=0&hl=pt-PT&rclk=1,914 360 753
Marília Pinton estética avançada,https://business.google.com/create?fp=3797613881915450014&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Rita Aurora do Prado, 339, Morro Agudo - SP, 14640-000, Brasil",https://www.google.com/maps/place/Mar%C3%ADlia+Pinton+est%C3%A9tica+avan%C3%A7ada/data=!4m7!3m6!1s0x94ba33ca83d7c71d:0x34b3d5b479a9a29e!8m2!3d-20.7268918!4d-48.0537413!16s%2Fg%2F11vhrtrznt!19sChIJHcfXg8ozupQRnqKpebTVszQ?authuser=0&hl=pt-PT&rclk=1,
Clinica Estética Avançada,,"Rua Dr. Queirós Ribeiro nº220, 4590-590 Paços de Ferreira",https://www.google.com/maps/place/Clinica+Est%C3%A9tica+Avan%C3%A7ada/data=!4m7!3m6!1s0xd248d4e47361083:0x68e11e654457402f!8m2!3d41.2751477!4d-8.3873498!16s%2Fg%2F11pdgl9q7z!19sChIJgxA2R06NJA0RL0BXRGUe4Wg?authuser=0&hl=pt-PT&rclk=1,911 931 981
Clínica Lusíadas Gaia,https://www.lusiadas.pt/hospitais-clinicas/clinica-lusiadas-gaia,"Av. da República 1294, 4430-192 Vila Nova de Gaia",https://www.google.com/maps/place/Cl%C3%ADnica+Lus%C3%ADadas+Gaia/data=!4m7!3m6!1s0xd2464d1d29d0b01:0x349f1753d4a48f56!8m2!3d41.127029!4d-8.605781!16s%2Fg%2F11bww2fyy1!19sChIJAQud0tFkJA0RVo-k1FMXnzQ?authuser=0&hl=pt-PT&rclk=1,22 605 6450
Clínica Espaço Vida,https://business.google.com/create?fp=8972214479355829819&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Ajuricaba, RS, 98750-000, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+Espa%C3%A7o+Vida/data=!4m7!3m6!1s0x94fc3797c8e490eb:0x7c83b5883a9ede3b!8m2!3d-28.2400191!4d-53.768676!16s%2Fg%2F11lk2tc40q!19sChIJ65DkyJc3_JQRO96eOoi1g3w?authuser=0&hl=pt-PT&rclk=1,
Cuidare - Atendimento Clínico Psicológico,,"Rua Floriano Peixoto, 43 - sala 1 - Ajuricaba, RS, 98750-000, Brasil",https://www.google.com/maps/place/Cuidare+-+Atendimento+Cl%C3%ADnico+Psicol%C3%B3gico/data=!4m7!3m6!1s0x94fc4930e5b720ff:0x30175788b08fd512!8m2!3d-28.1907216!4d-53.7247483!16s%2Fg%2F11rpdcrmkf!19sChIJ_yC35TBJ_JQREtWPsIhXFzA?authuser=0&hl=pt-PT&rclk=1,+55 55 99673-4768
Sandra Mafalda Beauty Center,https://business.google.com/create?fp=521028745661875834&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. da Matriz, 455 - Centro, Ajuricaba - RS, 98750-000, Brasil",https://www.google.com/maps/place/Sandra+Mafalda+Beauty+Center/data=!4m7!3m6!1s0x94fc370c4dc60f55:0x73b10e236f1867a!8m2!3d-28.2421!4d-53.7704248!16s%2Fg%2F11hv71l7wv!19sChIJVQ_GTQw3_JQReobxNuIQOwc?authuser=0&hl=pt-PT&rclk=1,+55 55 99608-1986
Espaço saúde/Beleza,,,https://www.google.com/maps/place/Espa%C3%A7o+sa%C3%BAde%2FBeleza/data=!4m7!3m6!1s0x94fdade9aae61ef1:0xea529a880cf422a8!8m2!3d-28.2970996!4d-53.5008746!16s%2Fg%2F11fwdl9wdm!19sChIJ8R7mqumt_ZQRqCL0DIiaUuo?authuser=0&hl=pt-PT&rclk=1,+55 55 99196-3284
Estética - Pauline Dolovitsch,https://business.google.com/create?fp=1801762987553187010&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. do Progresso, n 1550 - Centro, Ajuricaba - RS, 98750-000, Brasil",https://www.google.com/maps/place/Est%C3%A9tica+-+Pauline+Dolovitsch/data=!4m7!3m6!1s0x94fc37ae0d3e9abf:0x190125e41a8de4c2!8m2!3d-28.241246!4d-53.759219!16s%2Fg%2F11c2qlc0xt!19sChIJv5o-Da43_JQRwuSNGuQlARk?authuser=0&hl=pt-PT&rclk=1,+55 55 99932-1531
Saisha Moraski Fisioterapeuta,https://business.google.com/create?fp=12980993893503519162&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Henrique Schmadeke, 168 - Centro, Ajuricaba - RS, 98750-000, Brasil",https://www.google.com/maps/place/Saisha+Moraski+Fisioterapeuta/data=!4m7!3m6!1s0x94fc37bea000f787:0xb425c12b7dcac9ba!8m2!3d-28.2400489!4d-53.7688272!16s%2Fg%2F11v62qt0q7!19sChIJh_cAoL43_JQRusnKfSvBJbQ?authuser=0&hl=pt-PT&rclk=1,
Carlise Posselt Studio da beleza,,"R. Emílio Gross, 87 - Ajuricaba, RS, 98750-000, Brasil",https://www.google.com/maps/place/Carlise+Posselt+Studio+da+beleza/data=!4m7!3m6!1s0x94fc3700065a170d:0x31976922b78b6a1c!8m2!3d-28.240258!4d-53.7721059!16s%2Fg%2F11y67z4jq5!19sChIJDRdaBgA3_JQRHGqLtyJplzE?authuser=0&hl=pt-PT&rclk=1,+55 55 99930-8881
Psicóloga Jéssica Sangiovo,https://business.google.com/create?fp=7313408151155956250&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"Ajuricaba, RS, 98750-000, Brasil",https://www.google.com/maps/place/Psic%C3%B3loga+J%C3%A9ssica+Sangiovo/data=!4m7!3m6!1s0x94fc37ae12129709:0x657e71f72318da1a!8m2!3d-28.2392869!4d-53.7705587!16s%2Fg%2F11hbn2z8xp!19sChIJCZcSEq43_JQRGtoYI_dxfmU?authuser=0&hl=pt-PT&rclk=1,+55 55 99622-0794
Victor Visagista,https://www.instagram.com/victorvisagista/?igshid=NGVhN2U2NjQ0Yg==&utm_source=qr,,https://www.google.com/maps/place/Victor+Visagista/data=!4m7!3m6!1s0xad68baf56bdf905d:0x8f83b18fafd2c718!8m2!3d-28.337078!4d-53.7152254!16s%2Fg%2F11l6g5tn5q!19sChIJXZDfa_W6aK0RGMfSr4-xg48?authuser=0&hl=pt-PT&rclk=1,+55 55 99104-8044
Clínica MAB,,"R. Floriano Peixoto, 207 - Ajuricaba, RS, 98750-000, Brasil",https://www.google.com/maps/place/Cl%C3%ADnica+MAB/data=!4m7!3m6!1s0x94fc37e2126da567:0x92aa0082bad032cf!8m2!3d-28.2362279!4d-53.7677165!16s%2Fg%2F11vrx3jx9h!19sChIJZ6VtEuI3_JQRzzLQuoIAqpI?authuser=0&hl=pt-PT&rclk=1,+55 55 99913-7613
Sisti Beauty Studio,"https://api.whatsapp.com/send?phone=5555999303968&text=Ol%C3%A1,%20gostaria%20de%20agendar%20um%20hor%C3%A1rio%20para","linha 17 Norte - interior, Ajuricaba - RS, 98750-000, Brasil",https://www.google.com/maps/place/Sisti+Beauty+Studio/data=!4m7!3m6!1s0x94fc37f02b8f0d59:0x6a9c7262ab0bc9fc!8m2!3d-28.2419428!4d-53.785622!16s%2Fg%2F11v3lh1rkh!19sChIJWQ2PK_A3_JQR_MkLq2JynGo?authuser=0&hl=pt-PT&rclk=1,+55 55 99930-3968
"Alecrim || Estética, Beleza e Bem Estar || Osasco",https://business.google.com/create?fp=17853306218159192536&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Narciso Sturlini, 302 - Sala 1006 - Centro, Osasco - SP, 06018-090, Brasil","https://www.google.com/maps/place/Alecrim+%7C%7C+Est%C3%A9tica,+Beleza+e+Bem+Estar+%7C%7C+Osasco/data=!4m7!3m6!1s0x94ceff5862e2da4b:0xf7c3af6a1fa6b9d8!8m2!3d-23.5416576!4d-46.7742501!16s%2Fg%2F11sjzckbjp!19sChIJS9riYlj_zpQR2LmmH2qvw_c?authuser=0&hl=pt-PT&rclk=1",
Carla Alecrim Beauty Clinic,https://carlaalecrimbeautyclinic.com.br/,"Av. das Nações Unidas, 14401 - conj 3312 torre C2 - Vila Gertrudes, São Paulo - SP, 04794-000, Brasil",https://www.google.com/maps/place/Carla+Alecrim+Beauty+Clinic/data=!4m7!3m6!1s0x94ce5158e37c7621:0xe8a0d991abd231a1!8m2!3d-23.6248103!4d-46.7042174!16s%2Fg%2F11l2fpq0rz!19sChIJIXZ841hRzpQRoTHSq5HZoOg?authuser=0&hl=pt-PT&rclk=1,+55 11 98959-9801
Alecrim Studio Hair,https://wa.me/5511975071163?text=Ol%C3%A1%2C+venho+do+Google%2C+gostaria+de+mais+informa%C3%A7%C3%B5es.,"R. Atlântica, 88 - Jardim do Mar, São Bernardo do Campo - SP, 09750-480, Brasil",https://www.google.com/maps/place/Alecrim+Studio+Hair/data=!4m7!3m6!1s0x94ce43ca8eba7dc1:0xbbd7290f81b941b3!8m2!3d-23.6936405!4d-46.556761!16s%2Fg%2F11gd67n25f!19sChIJwX26jspDzpQRs0G5gQ8p17s?authuser=0&hl=pt-PT&rclk=1,+55 11 97507-1163
Alecrim Saúde e Estética,https://linktr.ee/alecrimterapiaeestetica,"R. Conselheiro Macedo Soares, 335 - sl 106 - Centro, Araruama - RJ, 28979-183, Brasil",https://www.google.com/maps/place/Alecrim+Sa%C3%BAde+e+Est%C3%A9tica/data=!4m7!3m6!1s0x97691888416b17:0xa728739251886534!8m2!3d-22.8723615!4d-42.3382651!16s%2Fg%2F11n00rrdvn!19sChIJF2tBiBhplwARNGWIUZJzKKc?authuser=0&hl=pt-PT&rclk=1,+55 22 99929-1413
Alecrim Relaxamento e Bem-Estar,http://www.alecrim.bhz.br/day-spa,"Av. dos Bandeirantes, 670 - Mangabeiras, Belo Horizonte - MG, 30315-382, Brasil",https://www.google.com/maps/place/Alecrim+Relaxamento+e+Bem-Estar/data=!4m7!3m6!1s0xa6978ff7be1ec7:0x24563077513fce7a!8m2!3d-19.9541648!4d-43.9291067!16s%2Fg%2F11d_709py5!19sChIJxx6-94-XpgARes4_UXcwViQ?authuser=0&hl=pt-PT&rclk=1,+55 31 2516-0021
Alessandra Peixoto Estética Avançada,https://linktr.ee/alessandrapeixotoestetica,"R. Pres. Gonçalves, 503 - Alecrim, Natal - RN, 59031-170, Brasil",https://www.google.com/maps/place/Alessandra+Peixoto+Est%C3%A9tica+Avan%C3%A7ada/data=!4m7!3m6!1s0x7b3012c6756a271:0xa76f054402ebb17c!8m2!3d-5.8031635!4d-35.213398!16s%2Fg%2F11sw2q4w68!19sChIJcaJWZywBswcRfLHrAkQFb6c?authuser=0&hl=pt-PT&rclk=1,+55 84 99107-4666
ALECRIM,,"Rua Juca tives, 05 - Jardim América, Rio do Sul - SC, 89160-192, Brasil",https://www.google.com/maps/place/ALECRIM/data=!4m7!3m6!1s0x94dfb9f8d70ac5b1:0x176f4d4032bd4b30!8m2!3d-27.2103717!4d-49.6429988!16s%2Fg%2F11rw7mytnk!19sChIJscUK1_i535QRMEu9MkBNbxc?authuser=0&hl=pt-PT&rclk=1,+55 47 98861-5631
Luciana Alecrim,https://www.instagram.com/luciana_alecrim/,"R. Nove de Julho, 531 - Centro, Suzano - SP, 08674-140, Brasil",https://www.google.com/maps/place/Luciana+Alecrim/data=!4m7!3m6!1s0x94ce7baf4a43f3db:0xe48ced6197ff762e!8m2!3d-23.54547!4d-46.3151808!16s%2Fg%2F11rql23g3y!19sChIJ2_NDSq97zpQRLnb_l2HtjOQ?authuser=0&hl=pt-PT&rclk=1,+55 11 95437-8968
ELIZÂNGELA SILVA ESTETICA FACIAL E CORPORAL,https://instagram.com/elyesteticafacial?igshid=MzRlODBiNWFlZA==,"R. Sampaio Correia, 1826 - Alecrim, Natal - RN, 59052-080, Brasil",https://www.google.com/maps/place/ELIZ%C3%82NGELA+SILVA+ESTETICA+FACIAL+E+CORPORAL/data=!4m7!3m6!1s0x7b255d999b7f5e5:0x2c2edfecdc519433!8m2!3d-5.8055775!4d-35.2298122!16s%2Fg%2F11k4wmb678!19sChIJ5fW3mdlVsgcRM5RR3OzfLiw?authuser=0&hl=pt-PT&rclk=1,+55 84 98873-8929
Alecrim - Clínica de Atendimento Multidisciplinae,https://business.google.com/create?fp=11859720901011037957&hl=pt-PT&authuser=0&gmbsrc=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=pt-pt-pt-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,"R. Euclides Pacheco, 37 - Vila Gomes Cardim, São Paulo - SP, 03321-000, Brasil",https://www.google.com/maps/place/Alecrim+-+Cl%C3%ADnica+de+Atendimento+Multidisciplinae/data=!4m7!3m6!1s0x94ce5f10b3c94ccb:0xa4963152f009df05!8m2!3d-23.5481737!4d-46.5686686!16s%2Fg%2F11sn822xxt!19sChIJy0zJsxBfzpQRBd8J8FIxlqQ?authuser=0&hl=pt-PT&rclk=1,+55 11 95210-6652
JN ESTÉTICA PERSONALIZADA,,"JN ESTÉTICA PERSONALIZADA - R. dos Pajeús, 1642 A - Alecrim, Natal - RN, 59031-800, Brasil",https://www.google.com/maps/place/JN+EST%C3%89TICA+PERSONALIZADA/data=!4m7!3m6!1s0x7b3ab69552e6939:0x6b7dbc6a9f96308c!8m2!3d-5.8005379!4d-35.2204174!16s%2Fg%2F11sxx6w1vr!19sChIJOWkuVWmrswcRjDCWn2q8fWs?authuser=0&hl=pt-PT&rclk=1,+55 84 98817-9924
Alecrim,https://pt-pt.facebook.com/clinicaesteticaalecrim,"R. Abade Loureira 49, 4700-356 Braga",https://www.google.com/maps/place/Alecrim/data=!4m7!3m6!1s0xd24ffa9f6a5c9b1:0xe3315c5b0c855cb!8m2!3d41.5553683!4d-8.4271936!16s%2Fg%2F11gmxt8byh!19sChIJscml9qn_JA0Ry1XIsMUVMw4?authuser=0&hl=pt-PT&rclk=1,914 797 235
Alecrim Centro de Fisioterapia e Especialidades,https://www.instagram.com/alecrimfisioterapia/,"R. Cel. Albuquerque, 1056 - Centro, Canoinhas - SC, 89460-056, Brasil",https://www.google.com/maps/place/Alecrim+Centro+de+Fisioterapia+e+Especialidades/data=!4m7!3m6!1s0x94e7138a12aac19d:0x4df7e276dd473a11!8m2!3d-26.1770657!4d-50.3949448!16s%2Fg%2F11j36mrlfw!19sChIJncGqEooT55QRETpH3Xbi900?authuser=0&hl=pt-PT&rclk=1,+55 47 3622-5360
Espaço Efraim,,"R. Ary Parreiras, 267 - Alecrim, Natal - RN, 59040-220, Brasil",https://www.google.com/maps/place/Espa%C3%A7o+Efraim/data=!4m7!3m6!1s0x7b3ab78bc1ad857:0x33dbd60b5fd32e62!8m2!3d-5.7925497!4d-35.216811!16s%2Fg%2F11t60mn1dx!19sChIJV9gavHirswcRYi7TXwvW2zM?authuser=0&hl=pt-PT&rclk=1,+55 84 98763-6452
Clinica estética cravo alecrim,https://wa.me/5535999958816,"R. Ambrosina Ferreira, 79, Campestre - MG, 37730-000, Brasil",https://www.google.com/maps/place/Clinica+est%C3%A9tica+cravo+alecrim/data=!4m7!3m6!1s0x94c9f7dfadb570af:0x8c9c8d5661a582f3!8m2!3d-21.7129129!4d-46.2425711!16s%2Fg%2F11q3qwb5b9!19sChIJr3C1rd_3yZQR84KlYVaNnIw?authuser=0&hl=pt-PT&rclk=1,+55 35 3469-0104
